Team;Driver;Compound;LapTime;Year;GP
Alfa Romeo Racing;GIO;SOFT;0 days 00:01:10.811619047;2019;Austrian Grand Prix
Alfa Romeo Racing;GIO;HARD;0 days 00:01:09.886644444;2019;Austrian Grand Prix
Alfa Romeo Racing;GIO;MEDIUM;0 days 00:01:18.497826086;2019;Monaco Grand Prix
Alfa Romeo Racing;GIO;SOFT;0 days 00:01:18.485466666;2019;Monaco Grand Prix
Alfa Romeo Racing;RAI;MEDIUM;0 days 00:01:18.172076923;2019;Monaco Grand Prix
Alfa Romeo Racing;RAI;SOFT;0 days 00:01:19.129076923;2019;Monaco Grand Prix
Alfa Romeo Racing;RAI;MEDIUM;0 days 00:01:40.554650;2019;Chinese Grand Prix
Alfa Romeo Racing;RAI;HARD;0 days 00:01:39.196851851;2019;Chinese Grand Prix
Alfa Romeo Racing;GIO;MEDIUM;0 days 00:01:38.229047619;2019;Bahrain Grand Prix
Alfa Romeo Racing;GIO;MEDIUM;0 days 00:01:39.565121951;2019;Chinese Grand Prix
Alfa Romeo Racing;RAI;HARD;0 days 00:01:09.952217391;2019;Austrian Grand Prix
Alfa Romeo Racing;GIO;SOFT;0 days 00:01:37.479565217;2019;Bahrain Grand Prix
Alfa Romeo Racing;RAI;HARD;0 days 00:01:37.453571428;2019;French Grand Prix
Alfa Romeo Racing;GIO;SOFT;0 days 00:01:38.936666666;2019;French Grand Prix
Alfa Romeo Racing;GIO;MEDIUM;0 days 00:01:35.701437500;2019;French Grand Prix
Alfa Romeo Racing;GIO;HARD;0 days 00:01:37.715600;2019;French Grand Prix
Alfa Romeo Racing;RAI;MEDIUM;0 days 00:01:38.088090909;2019;Bahrain Grand Prix
Alfa Romeo Racing;RAI;SOFT;0 days 00:01:37.094269230;2019;Bahrain Grand Prix
Alfa Romeo Racing;GIO;HARD;0 days 00:01:17.886357142;2019;Canadian Grand Prix
Alfa Romeo Racing;RAI;MEDIUM;0 days 00:01:48.191925;2019;Azerbaijan Grand Prix
Alfa Romeo Racing;GIO;MEDIUM;0 days 00:01:17.121250;2019;Canadian Grand Prix
Alfa Romeo Racing;RAI;HARD;0 days 00:01:17.517000;2019;Canadian Grand Prix
Alfa Romeo Racing;RAI;MEDIUM;0 days 00:01:35.809263157;2019;French Grand Prix
Alfa Romeo Racing;RAI;SOFT;0 days 00:01:10.837761904;2019;Austrian Grand Prix
Alfa Romeo Racing;RAI;SOFT;0 days 00:01:16.138800;2019;Canadian Grand Prix
Alfa Romeo Racing;RAI;SOFT;0 days 00:01:30.850700;2019;Australian Grand Prix
Alfa Romeo Racing;GIO;SOFT;0 days 00:01:22.511000;2019;Spanish Grand Prix
Alfa Romeo Racing;RAI;SOFT;0 days 00:01:50.164000;2019;Azerbaijan Grand Prix
Alfa Romeo Racing;RAI;HARD;0 days 00:01:23.504166666;2019;Spanish Grand Prix
Alfa Romeo Racing;GIO;SOFT;0 days 00:01:29.089230769;2019;Australian Grand Prix
Alfa Romeo Racing;RAI;MEDIUM;0 days 00:01:29.077000;2019;Australian Grand Prix
Alfa Romeo Racing;RAI;SOFT;0 days 00:01:21.922250;2019;Spanish Grand Prix
AlphaTauri;LAW;SOFT;0 days 00:01:39.880400;2023;Japanese Grand Prix
AlphaTauri;LAW;MEDIUM;0 days 00:01:40.103625;2023;Japanese Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:39.274142857;2021;French Grand Prix
AlphaTauri;TSU;INTERMEDIATE;0 days 00:01:35.252282608;2021;Turkish Grand Prix
AlphaTauri;GAS;INTERMEDIATE;0 days 00:01:34.425000;2021;Turkish Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:16.089727272;2021;Monaco Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:23.956187500;2021;Portuguese Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:48.545666666;2023;Azerbaijan Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:40.956800;2021;French Grand Prix
AlphaTauri;LAW;HARD;0 days 00:01:38.682076923;2023;Japanese Grand Prix
AlphaTauri;RIC;SOFT;0 days 00:01:54.815000;2023;Belgian Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:39.950166666;2021;French Grand Prix
AlphaTauri;KVY;SOFT;0 days 00:01:19.351727272;2020;Emilia Romagna Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:41.253000;2021;French Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:24.419304347;2023;Hungarian Grand Prix
AlphaTauri;GAS;INTERMEDIATE;0 days 00:01:41.471619047;2020;Turkish Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:43.358250;2021;Russian Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:41.138343750;2021;Russian Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:40.313083333;2021;Russian Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:42.003500;2021;Russian Grand Prix
AlphaTauri;DEV;HARD;0 days 00:01:32.815585365;2023;Miami Grand Prix
AlphaTauri;DEV;MEDIUM;0 days 00:01:34.202538461;2023;Miami Grand Prix
AlphaTauri;KVY;HARD;0 days 00:01:19.176242424;2020;Emilia Romagna Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:47.324621621;2023;Azerbaijan Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:42.472756097;2021;United States Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:33.422000;2023;Miami Grand Prix
AlphaTauri;LAW;HARD;0 days 00:01:28.956466666;2023;Qatar Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:29.008333333;2021;Qatar Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:27.910500;2021;Qatar Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:28.090161290;2021;Qatar Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:19.611960;2021;Emilia Romagna Grand Prix
AlphaTauri;DEV;HARD;0 days 00:01:11.366176470;2023;Austrian Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:16.682720;2021;Monaco Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:16.786625;2021;Monaco Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:21.834057142;2020;Portuguese Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:14.979629629;2021;São Paulo Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:15.604700;2021;São Paulo Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:14.522325;2021;São Paulo Grand Prix
AlphaTauri;DEV;HARD;0 days 00:01:35.165206896;2023;Saudi Arabian Grand Prix
AlphaTauri;DEV;MEDIUM;0 days 00:01:36.657285714;2023;Saudi Arabian Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:35.040266666;2023;Saudi Arabian Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:36.455600;2023;Saudi Arabian Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:23.135500;2020;Portuguese Grand Prix
AlphaTauri;KVY;HARD;0 days 00:01:22.783909090;2020;Portuguese Grand Prix
AlphaTauri;KVY;MEDIUM;0 days 00:01:23.521428571;2020;Portuguese Grand Prix
AlphaTauri;KVY;SOFT;0 days 00:01:21.101666666;2020;Portuguese Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:22.261320;2021;Mexico City Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:21.126846153;2021;Mexico City Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:40.101750;2023;Japanese Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:40.217733333;2023;Japanese Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:38.345450;2023;Japanese Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:23.272700;2023;Australian Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:44.150833333;2021;United States Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:24.676333333;2023;Australian Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:31.847200;2023;Miami Grand Prix
AlphaTauri;KVY;INTERMEDIATE;0 days 00:01:42.270500;2020;Turkish Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:25.816000;2023;Hungarian Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:19.508806451;2023;Spanish Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:21.361333333;2023;Spanish Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:16.983250;2023;Dutch Grand Prix
AlphaTauri;LAW;SOFT;0 days 00:01:15.994266666;2023;Dutch Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:33.650333333;2021;British Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:32.626714285;2021;British Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:30.917600;2021;British Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:33.562687500;2021;British Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:32.809625;2021;British Grand Prix
AlphaTauri;LAW;MEDIUM;0 days 00:01:17.673875;2023;Dutch Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:43.495452380;2020;Abu Dhabi Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:10.507833333;2023;Austrian Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:10.821333333;2023;Austrian Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:20.475952380;2023;Spanish Grand Prix
AlphaTauri;DEV;MEDIUM;0 days 00:01:10.492566666;2023;Austrian Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:09.572090909;2021;Austrian Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:10.401000;2021;Austrian Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:09.303978723;2021;Austrian Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:44.792875;2020;Abu Dhabi Grand Prix
AlphaTauri;KVY;HARD;0 days 00:01:43.864463414;2020;Abu Dhabi Grand Prix
AlphaTauri;DEV;HARD;0 days 00:01:17.971081632;2023;Canadian Grand Prix
AlphaTauri;KVY;SOFT;0 days 00:01:45.253375;2020;Abu Dhabi Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:52.281736842;2023;Belgian Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:53.846750;2023;Belgian Grand Prix
AlphaTauri;RIC;MEDIUM;0 days 00:01:52.920413793;2023;Belgian Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:17.679983050;2023;Canadian Grand Prix
AlphaTauri;DEV;MEDIUM;0 days 00:01:19.037400;2023;Canadian Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:10.216341463;2021;Styrian Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:10.697000;2021;Austrian Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:11.493277777;2021;Styrian Grand Prix
AlphaTauri;DEV;SOFT;0 days 00:01:21.586000;2023;Spanish Grand Prix
AlphaTauri;DEV;HARD;0 days 00:01:20.941360;2023;Spanish Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:46.606633333;2021;Azerbaijan Grand Prix
AlphaTauri;LAW;MEDIUM;0 days 00:01:41.097277777;2023;Singapore Grand Prix
AlphaTauri;LAW;HARD;0 days 00:01:40.758542857;2023;Singapore Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:35.958357142;2020;Bahrain Grand Prix
AlphaTauri;KVY;HARD;0 days 00:01:35.935666666;2020;Bahrain Grand Prix
AlphaTauri;KVY;SOFT;0 days 00:01:37.810250;2020;Bahrain Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:47.693100;2021;Azerbaijan Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:46.565785714;2021;Azerbaijan Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:37.780888888;2021;Bahrain Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:36.121526315;2021;Bahrain Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:22.762756756;2021;Portuguese Grand Prix
AlphaTauri;KVY;SOFT;0 days 00:01:33.172700;2020;Eifel Grand Prix
AlphaTauri;LAW;MEDIUM;0 days 00:01:26.779740740;2023;Italian Grand Prix
AlphaTauri;DEV;MEDIUM;0 days 00:01:19.248730769;2023;Spanish Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:15.434000;2021;Dutch Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:18.616937500;2023;Monaco Grand Prix
AlphaTauri;LAW;HARD;0 days 00:01:27.224055555;2023;Italian Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:25.551419354;2023;Hungarian Grand Prix
AlphaTauri;GAS;HARD;0 days 00:00:57.821608695;2020;Sakhir Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:23.035625;2021;Hungarian Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:18.394000;2021;Hungarian Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:23.243800;2021;Hungarian Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:22.367314285;2021;Hungarian Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:00:58.235095238;2020;Sakhir Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:00:58.946684210;2020;Sakhir Grand Prix
AlphaTauri;KVY;HARD;0 days 00:00:57.571478260;2020;Sakhir Grand Prix
AlphaTauri;KVY;MEDIUM;0 days 00:00:58.176458333;2020;Sakhir Grand Prix
AlphaTauri;KVY;SOFT;0 days 00:00:58.928157894;2020;Sakhir Grand Prix
AlphaTauri;DEV;MEDIUM;0 days 00:01:19.152937500;2023;Monaco Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:35.444272727;2021;Saudi Arabian Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:48.386125;2021;Azerbaijan Grand Prix
AlphaTauri;KVY;HARD;0 days 00:01:32.741208333;2020;Eifel Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:22.266153846;2021;Spanish Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:32.185463414;2020;70th Anniversary Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:33.578400;2020;70th Anniversary Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:35.101760;2022;British Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:35.409562500;2022;British Grand Prix
AlphaTauri;KVY;HARD;0 days 00:01:32.909750;2020;70th Anniversary Grand Prix
AlphaTauri;KVY;MEDIUM;0 days 00:01:31.045625;2020;70th Anniversary Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:16.111942857;2023;São Paulo Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:20.208000;2022;Canadian Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:18.940530612;2022;Canadian Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:16.059000;2023;São Paulo Grand Prix
AlphaTauri;RIC;SOFT;0 days 00:01:15.941156250;2023;São Paulo Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:51.967307692;2022;Singapore Grand Prix
AlphaTauri;GAS;INTERMEDIATE;0 days 00:01:48.988055555;2022;Japanese Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:23.170352941;2020;Spanish Grand Prix
AlphaTauri;KVY;MEDIUM;0 days 00:01:22.973611111;2020;Spanish Grand Prix
AlphaTauri;RIC;MEDIUM;0 days 00:01:16.062370370;2023;São Paulo Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:48.005272727;2022;Azerbaijan Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:50.600000;2022;Azerbaijan Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:50.072840;2022;Azerbaijan Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:50.169000;2022;Azerbaijan Grand Prix
AlphaTauri;TSU;INTERMEDIATE;0 days 00:01:48.691611111;2022;Japanese Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:51.300105263;2020;Belgian Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:49.534236842;2022;Azerbaijan Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:48.695176470;2020;Belgian Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:42.987718750;2022;United States Grand Prix
AlphaTauri;KVY;HARD;0 days 00:01:50.811866666;2020;Belgian Grand Prix
AlphaTauri;KVY;MEDIUM;0 days 00:01:52.253125;2020;Belgian Grand Prix
AlphaTauri;KVY;MEDIUM;0 days 00:01:34.223666666;2020;Eifel Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:27.871812500;2022;Italian Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:27.227115384;2022;Italian Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:27.607857142;2022;Italian Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:27.268892857;2022;Italian Grand Prix
AlphaTauri;KVY;HARD;0 days 00:01:21.488714285;2020;Hungarian Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:53.941782608;2022;Belgian Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:55.976833333;2022;Belgian Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:54.168333333;2022;Belgian Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:54.848700;2022;Belgian Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:16.487111111;2022;Dutch Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:17.660894736;2022;Dutch Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:31.178516129;2020;British Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:25.241617647;2022;Hungarian Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:25.643117647;2022;Hungarian Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:25.025666666;2022;Hungarian Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:24.992428571;2022;Hungarian Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:16.760052631;2022;Dutch Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:32.954000;2020;British Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:19.362384615;2022;Monaco Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:23.231333333;2021;Spanish Grand Prix
AlphaTauri;RIC;HARD;0 days 00:01:25.427500;2023;Hungarian Grand Prix
AlphaTauri;RIC;MEDIUM;0 days 00:01:41.073333333;2023;Las Vegas Grand Prix
AlphaTauri;KVY;MEDIUM;0 days 00:01:09.948933333;2020;Styrian Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:39.888466666;2022;French Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:41.046000;2022;French Grand Prix
AlphaTauri;KVY;HARD;0 days 00:01:08.767600;2020;Styrian Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:08.775913043;2020;Styrian Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:09.600722222;2020;Styrian Grand Prix
AlphaTauri;RIC;HARD;0 days 00:01:38.781142857;2023;Las Vegas Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:33.505000;2023;British Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:33.196812500;2023;British Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:10.989194444;2022;Austrian Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:11.778857142;2022;Austrian Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:11.020236842;2022;Austrian Grand Prix
AlphaTauri;RIC;MEDIUM;0 days 00:01:24.469581395;2023;Hungarian Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:18.300380952;2022;Monaco Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:16.145600;2022;Monaco Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:42.864681818;2022;United States Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:36.987363636;2022;Saudi Arabian Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:34.868692307;2022;Saudi Arabian Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:17.169629629;2022;São Paulo Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:17.217500;2022;São Paulo Grand Prix
AlphaTauri;KVY;SOFT;0 days 00:01:22.414941176;2020;Tuscan Grand Prix
AlphaTauri;DEV;MEDIUM;0 days 00:01:32.630666666;2023;British Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:24.155111111;2021;Portuguese Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:23.212261904;2021;Portuguese Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:16.051608695;2021;Monaco Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:40.765590909;2020;Russian Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:39.063413793;2022;Bahrain Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:39.540000;2022;Bahrain Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:17.249892857;2022;São Paulo Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:39.473700;2020;Russian Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:41.989166666;2020;Russian Grand Prix
AlphaTauri;KVY;HARD;0 days 00:01:41.571916666;2020;Russian Grand Prix
AlphaTauri;KVY;MEDIUM;0 days 00:01:39.842285714;2020;Russian Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:30.986818181;2020;Eifel Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:37.771111111;2023;Bahrain Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:33.473875;2021;Saudi Arabian Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:35.804125;2021;Saudi Arabian Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:32.963117647;2021;Saudi Arabian Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:19.693043478;2021;Emilia Romagna Grand Prix
AlphaTauri;KVY;MEDIUM;0 days 00:01:23.292727272;2020;Tuscan Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:33.668500;2020;Eifel Grand Prix
AlphaTauri;LAW;MEDIUM;0 days 00:01:28.287000;2023;Qatar Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:28.220413793;2023;Qatar Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:29.917111111;2023;Qatar Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:38.731615384;2023;Bahrain Grand Prix
AlphaTauri;DEV;SOFT;0 days 00:01:40.373000;2023;Bahrain Grand Prix
AlphaTauri;DEV;HARD;0 days 00:01:39.007243243;2023;Bahrain Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:31.895916666;2020;Eifel Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:16.846346153;2022;São Paulo Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:24.040214285;2022;Australian Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:25.527600;2022;Australian Grand Prix
AlphaTauri;DEV;SOFT;0 days 00:01:33.630605263;2023;British Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:44.026050;2022;United States Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:38.139000;2023;United States Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:42.299093750;2023;United States Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:42.382000;2023;United States Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:28.096781250;2022;Spanish Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:29.487944444;2022;Spanish Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:28.404971428;2022;Spanish Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:29.615600;2022;Spanish Grand Prix
AlphaTauri;RIC;SOFT;0 days 00:01:41.275428571;2023;United States Grand Prix
AlphaTauri;RIC;MEDIUM;0 days 00:01:43.603235294;2023;United States Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:26.016000;2020;Italian Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:10.932500;2020;Austrian Grand Prix
AlphaTauri;GAS;HARD;0 days 00:01:09.751096774;2020;Austrian Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:44.077714285;2022;United States Grand Prix
AlphaTauri;RIC;HARD;0 days 00:01:43.324478260;2023;United States Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:36.746875;2022;Miami Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:35.508962962;2022;Miami Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:24.919562500;2022;Mexico City Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:23.305357142;2022;Mexico City Grand Prix
AlphaTauri;TSU;HARD;0 days 00:01:24.516413793;2022;Australian Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:21.534275;2022;Emilia Romagna Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:22.368948717;2022;Emilia Romagna Grand Prix
AlphaTauri;TSU;SOFT;0 days 00:01:34.057692307;2022;Miami Grand Prix
AlphaTauri;GAS;MEDIUM;0 days 00:01:24.471800;2020;Italian Grand Prix
AlphaTauri;GAS;SOFT;0 days 00:01:26.358466666;2020;Italian Grand Prix
AlphaTauri;KVY;HARD;0 days 00:01:26.378611111;2020;Italian Grand Prix
AlphaTauri;KVY;MEDIUM;0 days 00:01:25.067347826;2020;Italian Grand Prix
AlphaTauri;TSU;MEDIUM;0 days 00:01:25.521500;2022;Australian Grand Prix
Alpine;ALO;MEDIUM;0 days 00:01:20.061260869;2021;Emilia Romagna Grand Prix
Alpine;ALO;MEDIUM;0 days 00:01:23.524900;2021;Portuguese Grand Prix
Alpine;ALO;HARD;0 days 00:01:22.111560;2021;Portuguese Grand Prix
Alpine;OCO;MEDIUM;0 days 00:01:19.999416666;2021;Emilia Romagna Grand Prix
Alpine;OCO;HARD;0 days 00:01:54.622388888;2022;Belgian Grand Prix
Alpine;OCO;HARD;0 days 00:01:39.039707317;2023;Japanese Grand Prix
Alpine;OCO;MEDIUM;0 days 00:01:37.238466666;2021;Bahrain Grand Prix
Alpine;OCO;MEDIUM;0 days 00:01:39.830200;2023;Las Vegas Grand Prix
Alpine;OCO;HARD;0 days 00:01:37.556615384;2023;Las Vegas Grand Prix
Alpine;GAS;MEDIUM;0 days 00:01:39.789888888;2023;Las Vegas Grand Prix
Alpine;GAS;HARD;0 days 00:01:38.307964285;2023;Las Vegas Grand Prix
Alpine;OCO;SOFT;0 days 00:01:15.875636363;2023;São Paulo Grand Prix
Alpine;OCO;MEDIUM;0 days 00:01:16.913133333;2023;São Paulo Grand Prix
Alpine;GAS;SOFT;0 days 00:01:15.934837209;2023;São Paulo Grand Prix
Alpine;GAS;MEDIUM;0 days 00:01:16.079444444;2023;São Paulo Grand Prix
Alpine;GAS;MEDIUM;0 days 00:01:42.721967741;2023;United States Grand Prix
Alpine;GAS;HARD;0 days 00:01:41.044333333;2023;United States Grand Prix
Alpine;OCO;MEDIUM;0 days 00:01:28.251307692;2023;Qatar Grand Prix
Alpine;OCO;HARD;0 days 00:01:27.568875;2023;Qatar Grand Prix
Alpine;GAS;MEDIUM;0 days 00:01:28.172238095;2023;Qatar Grand Prix
Alpine;GAS;HARD;0 days 00:01:27.582384615;2023;Qatar Grand Prix
